timestamp(ms),StprPos,RawGyA,SmRrCA,CrntGyASlow,SmGyA,FlGyA,CrntGyASlw,RawyA,CrnGyASlow,RwGyA,awGyA,RaGyA,mGyA,RawGA,RawGy,CrntyASlow,CrntGyASlo,mRrCA,FGyA,CrntGyAlow,SmRrA,SmRCA,StprPo,CrtGyASlow,CntGyASlow,Stpros,FlGA,SRrCA,rntGyASlow,SmrCA,CrntGASlow,SmyA,FlyA,CrntGySlow,SmRrC,SGyA,CrntGyASow,SmGA,SmGy,FlGy,
"1666958164,28",,,,"4,23","4,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958164,284",,,,,,"3,72",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958164,289",,"4,24",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958164,298",,"4,23",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958164,309",,"4,23",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958164,319",,"4,24",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958164,329",,"4,23",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958164,337",,"4,25","5,88",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958164,34",,,,"4,25","4,22",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958164,344",,,,,,"3,74",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958164,349",,"4,25",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958164,359",,"4,23",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958164,369",,"4,25",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958164,378",,"4,26",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958164,389",,"4,27",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958164,397",,"4,27","5,88",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958164,4",,,,"4,27","4,24",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958164,403",,,,,,"3,75",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958164,409",,"4,28",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958164,418",,"4,29",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958164,429",,"4,3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958164,439",,"4,29",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958164,449",,"4,31",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958164,457",,"4,32","5,88",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958164,46",,,,"4,32","4,27",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958164,463",,,,,,"3,77",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958164,472","9,77",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958164,48",,"4,31",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958164,484",,"4,31",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958164,499",,"4,32",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958164,509",,"4,32",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958164,518",,"4,31",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958164,527",,"4,31",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958164,528",,,"5,88",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958164,53",,,,"4,31","4,29",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958164,533",,,,,,"3,79",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958164,538",,"4,3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958164,549",,"4,3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958164,558",,"4,3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958164,569",,"4,29",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958164,578",,"4,31",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958164,587",,"4,3","5,88",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958164,59",,,,"4,3","4,29",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958164,594",,,,,,"3,8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958164,599",,"4,29",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958164,609",,"4,3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958164,618",,"4,31",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958164,629",,"4,32",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958164,639",,"4,31",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958164,648",,"4,32","5,88",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958164,65",,,,"4,32","4,3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958164,654",,,,,,"3,82",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958164,659",,"4,33",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958164,669",,"4,33",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958164,678",,"4,33",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958164,689",,"4,34",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958164,699",,"4,34",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958164,707",,"4,34","5,89",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958164,71",,,,"4,34","4,32",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958164,713",,,,,,"3,83",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958164,718",,"4,34",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958164,729",,"4,35",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958164,739",,"4,36",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958164,749",,"4,35",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958164,759",,"4,35",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958164,767",,"4,36","5,89",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958164,77",,,,"4,36","4,33",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958164,773",,,,,,"3,85",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958164,779",,"4,36",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958164,788",,"4,36",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958164,799",,"4,36",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958164,809",,"4,36",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958164,818",,"4,36",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958164,828",,"4,35","5,89",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958164,83",,,,"4,35","4,35",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958164,834",,,,,,"3,87",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958164,839",,"4,35",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958164,849",,"4,35",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958164,859",,"4,37",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958164,869",,"4,36",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958164,878",,"4,35",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958164,887",,"4,35","5,89",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958164,89",,,,"4,35","4,35",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958164,893",,,,,,"3,88",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958164,899",,"4,37",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958164,908",,"4,37",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958164,919",,"4,37",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958164,929",,"4,37",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958164,938",,"4,38",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958164,947",,"4,38","5,88",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958164,95",,,,"4,38","4,36",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958164,954",,,,,,"3,89",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958164,958",,"4,39",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958164,969",,"4,38",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958164,978",,"4,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958164,989",,"4,39",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958164,999",,"4,38",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958165,007",,"4,38",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958165,008",,,"5,88",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958165,01",,,,"4,38","4,37",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958165,013",,,,,,"3,91",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958165,021","9,71",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958165,029",,"4,39",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958165,039",,"4,39",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958165,049",,"4,38",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958165,058",,"4,39",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958165,069",,"4,38",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958165,077",,"4,37","5,88",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958165,08",,,,"4,37","4,38",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958165,083",,,,,,"3,92",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958165,089",,"4,37",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958165,099",,"4,39",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958165,109",,"4,38",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958165,119",,"4,37",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958165,129",,"4,36",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958165,137",,"4,38","5,88",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958165,14",,,,"4,38","4,38",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958165,144",,,,,,"3,94",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958165,149",,"4,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958165,159",,"4,38",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958165,169",,"4,38",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958165,179",,"4,39",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958165,189",,"4,41",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958165,197",,"4,42","5,88",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958165,2",,,,"4,42","4,39",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958165,204",,,,,,"3,95",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958165,209",,"4,41",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958165,218",,"4,43",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958165,229",,"4,46",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958165,239",,"4,48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958165,249",,"4,49",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958165,257",,"4,5","5,88",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958165,26",,,,"4,5","4,42",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958165,263",,,,,,"3,97",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958165,269",,"4,55",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958165,278",,"4,58",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958165,289",,"4,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958165,299",,"4,63",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958165,309",,"4,66",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958165,318",,"4,72","5,88",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958165,32",,,,"4,72","4,52",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958165,324",,,,,,"3,98",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958165,34","9,83",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958165,349",,"4,81",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958165,359",,"4,85",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958165,368",,"4,89",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958165,379",,"4,93",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958165,389",,"4,96",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958165,397",,"5,01","5,88",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958165,4",,,,"5,01","4,71",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958165,404",,,,,,"4,01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958165,434","10,11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958165,449",,"5,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958165,458",,"5,21",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958165,469",,"5,23",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958165,479",,"5,24",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958165,487",,"5,24","5,89",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958165,49",,,,"5,24","4,92",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958165,493",,,,,,"4,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958165,528","10,42",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958165,539",,"5,25",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958165,549",,"5,25",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958165,559",,"5,24",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958165,569",,"5,24",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958165,579",,"5,24",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958165,588",,"5,23","5,89",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958165,59",,,,"5,23","5,07",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958165,594",,,,,,"4,08",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958165,617","10,62",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958165,629",,"5,18",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958165,639",,"5,16",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958165,649",,"5,15",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958165,659",,"5,12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958165,667",,"5,11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958165,668",,,"5,88",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958165,67",,,,"5,11","5,1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958165,674",,,,,,"4,1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958165,679",,"5,08",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958165,689",,"5,08",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958165,699",,"5,09",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958165,709",,"5,07",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958165,719",,"5,05",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958165,728",,"5,02","5,88",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958165,731",,,,"5,02","5,08",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958165,734",,,,,,"4,13",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958165,746","10,53",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958165,759",,"4,98",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958165,769",,"4,97",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958165,779",,"4,97",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958165,789",,"4,95",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958165,797",,"4,94","5,88",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958165,8",,,,"4,94","5,03",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958165,803",,,,,,"4,15",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958165,82","10,41",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958165,829",,"4,95",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958165,839",,"4,95",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958165,849",,"4,95",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958165,859",,"4,95",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958165,869",,"4,97",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958165,878",,"5","5,88",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958165,881",,,,"5","5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958165,884",,,,,,"4,18",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958165,897","10,31",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958165,909",,"5,05",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958165,919",,"5,09",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958165,929",,"5,12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958165,939",,"5,14",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958165,947",,"5,17","5,88",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958165,95",,,,"5,17","5,05",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958165,953",,,,,,"4,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958165,959",,"5,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958165,969",,"5,24",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958165,979",,"5,28",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958165,989",,"5,29",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958165,999",,"5,33",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958166,008",,"5,37","5,88",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958166,01",,,,"5,37","5,16",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958166,014",,,,,,"4,23",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958166,037","10,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958166,049",,"5,49",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958166,059",,"5,51",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958166,069",,"5,55",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958166,079",,"5,57",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958166,088",,"5,58","5,88",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958166,09",,,,"5,58","5,32",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958166,094",,,,,,"4,26",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958166,119","10,71",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958166,129",,"5,68",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958166,139",,"5,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958166,149",,"5,72",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958166,159",,"5,73",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958166,169",,"5,76",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958166,178",,"5,77","5,88",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958166,18",,,,"5,77","5,51",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958166,184",,,,,,"4,31",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958166,211","10,96",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958166,219",,"5,87",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958166,229",,"5,9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958166,239",,"5,92",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958166,249",,"5,94",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958166,259",,"5,97",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958166,268",,"5,99","5,88",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958166,27",,,,"5,99","5,71",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958166,273",,,,,,"4,36",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958166,288",,"6,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958166,299",,"6,06",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958166,309",,"6,08",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958166,319",,"6,1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958166,327",,"6,13","5,88",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958166,33",,,,"6,13","5,87",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958166,333",,,,,,"4,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958166,349",,"6,18",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958166,359",,"6,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958166,369",,"6,22",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958166,379",,"6,25",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958166,387",,"6,27","5,88",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
