timestamp(ms),StprPos,RawGyA,SmRrCA,CrntGyASlow,SmGyA,FlGyA,CrntGyASlw,RawyA,CrnGyASlow,RwGyA,awGyA,RaGyA,mGyA,RawGA,RawGy,CrntyASlow,CrntGyASlo,mRrCA,FGyA,CrntGyAlow,SmRrA,SmRCA,StprPo,CrtGyASlow,CntGyASlow,Stpros,FlGA,SRrCA,rntGyASlow,SmrCA,CrntGASlow,SmyA,FlyA,CrntGySlow,SmRrC,SGyA,CrntGyASow,SmGA,SmGy,FlGy,
"1666958181,256",,,,,,"4,06",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958181,269","8,76",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958181,281",,"3,88",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958181,291",,"3,87",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958181,301",,"3,85",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958181,311",,"3,85",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958181,32",,"3,84","5,86",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958181,322",,,,"3,84","3,94",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958181,326",,,,,,"4,06",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958181,338","8,67",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958181,351",,"3,82",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958181,361",,"3,82",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958181,371",,"3,82",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958181,381",,"3,83",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958181,39",,"3,82","5,86",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958181,392",,,,"3,82",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958181,393",,,,,"3,89",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958181,396",,,,,,"4,05",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958181,407","8,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958181,421",,"3,83",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958181,431",,"3,83",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958181,441",,"3,82",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958181,451",,"3,84",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958181,46",,"3,84","5,85",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958181,463",,,,"3,84","3,87",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958181,466",,,,,,"4,05",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958181,471",,"3,83",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958181,481",,"3,84",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958181,491",,"3,84",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958181,501",,"3,84",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958181,511",,"3,84",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958181,52",,"3,83","5,85",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958181,522",,,,"3,83","3,85",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958181,526",,,,,,"4,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958181,531",,"3,85",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958181,541",,"3,84",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958181,551",,"3,83",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958181,561",,"3,83",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958181,571",,"3,82",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958181,58",,"3,82","5,85",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958181,582",,,,"3,82","3,84",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958181,586",,,,,,"4,03",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958181,595","8,54",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958181,603",,"3,8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958181,606",,"3,8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958181,621",,"3,8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958181,631",,"3,78",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958181,641",,"3,77",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958181,65",,"3,77","5,85",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958181,653",,,,"3,77","3,81",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958181,656",,,,,,"4,03",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958181,661",,"3,77",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958181,671",,"3,75",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958181,681",,"3,75",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958181,691",,"3,74",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958181,701",,"3,75",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958181,71",,"3,74","5,85",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958181,713",,,,"3,74","3,78",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958181,716",,,,,,"4,02",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958181,727","8,47",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958181,741",,"3,73",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958181,751",,"3,73",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958181,761",,"3,73",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958181,771",,"3,74",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958181,78",,"3,74","5,85",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958181,783",,,,"3,74","3,76",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958181,786",,,,,,"4,01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958181,791",,"3,73",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958181,801",,"3,74",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958181,811",,"3,74",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958181,821",,"3,74",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958181,831",,"3,74",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958181,84",,"3,75","5,85",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958181,842",,,,"3,75","3,75",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958181,846",,,,,,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958181,851",,"3,75",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958181,861",,"3,75",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958181,871",,"3,76",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958181,881",,"3,75",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958181,891",,"3,75",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958181,9",,"3,75","5,85",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958181,903",,,,"3,75","3,75",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958181,906",,,,,,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958181,911",,"3,74",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958181,921",,"3,74",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958181,931",,"3,73",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958181,941",,"3,73",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958181,951",,"3,72",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958181,96",,"3,71","5,85",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958181,963",,,,"3,71","3,74",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958181,966",,,,,,"3,99",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958181,971",,"3,71",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958181,981",,"3,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958181,991",,"3,69",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958182,001",,"3,69",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958182,011",,"3,68",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958182,02",,"3,67","5,84",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958182,022",,,,"3,67","3,71",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958182,026",,,,,,"3,98",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958182,035","8,41",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958182,043",,"3,66",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958182,046",,"3,66",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958182,061",,"3,66",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958182,071",,"3,66",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958182,081",,"3,66",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958182,09",,"3,66","5,84",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958182,093",,,,"3,66","3,69",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958182,096",,,,,,"3,97",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958182,101",,"3,67",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958182,111",,"3,66",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958182,121",,"3,66",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958182,131",,"3,67",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958182,141",,"3,67",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958182,15",,"3,68","5,84",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958182,153",,,,"3,68","3,68",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958182,156",,,,,,"3,96",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958182,161",,"3,68",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958182,171",,"3,68",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958182,181",,"3,68",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958182,191",,"3,67",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958182,201",,"3,68",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958182,21",,"3,68","5,84",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958182,212",,,,"3,68","3,68",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958182,216",,,,,,"3,95",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958182,221",,"3,67",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958182,231",,"3,67",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958182,241",,"3,66",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958182,251",,"3,66",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958182,261",,"3,66",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958182,27",,"3,65","5,84",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958182,273",,,,"3,65","3,67",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958182,276",,,,,,"3,94",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958182,281",,"3,65",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958182,291",,"3,64",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958182,301",,"3,63",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958182,311",,"3,63",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958182,321",,"3,62",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958182,33",,"3,63","5,84",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958182,332",,,,"3,63","3,65",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958182,336",,,,,,"3,93",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958182,341",,"3,62",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958182,351",,"3,61",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958182,361",,"3,61",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958182,371",,"3,61",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958182,381",,"3,62",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958182,39",,"3,61","5,84",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958182,393",,,,"3,61","3,63",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958182,396",,,,,,"3,92",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958182,405","8,36",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958182,411",,"3,61",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958182,421",,"3,61",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958182,431",,"3,61",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958182,441",,"3,61",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958182,451",,"3,61",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958182,46",,"3,62","5,84",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958182,462",,,,"3,62","3,62",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958182,466",,,,,,"3,91",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958182,471",,"3,61",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958182,481",,"3,61",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958182,491",,"3,62",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958182,501",,"3,61",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958182,511",,"3,62",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958182,52",,"3,62","5,84",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958182,522",,,,"3,62","3,62",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958182,526",,,,,,"3,91",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958182,531",,"3,61",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958182,541",,"3,61",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958182,551",,"3,61",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958182,561",,"3,62",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958182,571",,"3,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958182,58",,"3,6","5,84",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958182,583",,,,"3,6","3,62",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958182,586",,,,,,"3,9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958182,591",,"3,61",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958182,601",,"3,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958182,611",,"3,59",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958182,621",,"3,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958182,631",,"3,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958182,64",,"3,6","5,84",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958182,642",,,,"3,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958182,643",,,,,"3,61",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958182,646",,,,,,"3,89",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958182,651",,"3,58",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958182,661",,"3,58",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958182,671",,"3,61",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958182,681",,"3,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958182,691",,"3,57",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958182,7",,"3,56","5,84",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958182,703",,,,"3,56","3,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958182,706",,,,,,"3,88",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958182,711",,"3,59",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958182,721",,"3,62",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958182,731",,"3,58",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958182,741",,"3,54",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958182,751",,"3,55",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958182,76",,"3,61","5,84",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958182,763",,,,"3,61","3,59",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958182,766",,,,,,"3,87",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958182,771",,"3,61",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958182,781",,"3,56",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958182,791",,"3,53",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958182,801",,"3,52",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958182,811",,"3,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958182,82",,"3,62","5,84",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958182,823",,,,"3,62","3,58",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958182,826",,,,,,"3,86",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958182,831",,"3,54",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958182,841",,"3,54",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958182,851",,"3,51",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958182,861",,"3,59",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958182,871",,"3,61",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958182,88",,"3,54","5,83",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958182,883",,,,"3,54","3,57",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958182,886",,,,,,"3,85",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958182,891",,"3,52",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958182,901",,"3,51",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958182,911",,"3,56",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958182,921",,"3,58",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958182,931",,"3,53",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958182,94",,"3,51","5,83",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958182,942",,,,"3,51","3,55",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958182,946",,,,,,"3,84",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958182,951",,"3,52",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958182,961",,"3,56",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958182,971",,"3,56",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958182,981",,"3,54",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958182,991",,"3,49",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958183",,"3,51","5,83",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958183,002",,,,"3,51",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958183,003",,,,,"3,54",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958183,006",,,,,,"3,83",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958183,011",,"3,55",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958183,021",,"3,55",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958183,031",,"3,53",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958183,041",,"3,51",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958183,052",,"3,52",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958183,06",,"3,55","5,83",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958183,063",,,,"3,55","3,54",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958183,066",,,,,,"3,82",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958183,071",,"3,55",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958183,081",,"3,53",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958183,091",,"3,51",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958183,101",,"3,52",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958183,111",,"3,55",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958183,12",,"3,54","5,83",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958183,122",,,,"3,54","3,54",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958183,126",,,,,,"3,82",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958183,131",,"3,52",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958183,141",,"3,51",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958183,151",,"3,52",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958183,161",,"3,53",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958183,171",,"3,53",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958183,18",,"3,52","5,83",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958183,183",,,,"3,52","3,53",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958183,186",,,,,,"3,81",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958183,191",,"3,52",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
